Date	Grid	Trapline	Species	Fate	Age	Sex	TagLeft	TagRight	Orange Mites (Y/N)	Weight	ReproCond	Year		
2018-08-14	Falls	8	1	New Tag	J	1	1566	1565	0	16.5	NSCR	3		
2018-08-14	Falls	8	1	New Tag	J	1	1568	1567	0	15	NSCR	3		
2018-08-15	Falls	8	1	Recap	J	1	1568	1567	0	15.5	NSCR	3		
2018-07-23	Falls	2	1	Recap	SA	1	2196	2195	0	13	NSCR	3		
2018-07-11	Falls	1	1	Recap	A	2	2406	2405	0	19.75	LACT	3		
2018-07-23	Falls	1	1	Recap	A	2	2406	2405	0	19.5	PREG	3		
2018-07-24	Falls	1	1	Recap	A	2	2406	2405	0		PREG	3		
2018-08-08	Falls	1	1	Recap	A	2	2406	2405	0	19.25	PERF	3		
2018-08-09	Falls	1	1	Recap	A	2	2406	2405	0	17.5	PERF	3		
2018-07-11	Falls	1	1	Recap	A	2	2408	2407	0	17.25	LACT	3		
2018-07-19	Falls	8	1	Recap	A	2	2425	2424	0		LACT	3		
2018-07-20	Falls	8	1	Recap	A	2	2425	2424	0	20	LACT	3		
2018-07-21	Falls	8	1	Recap	A	2	2425	2424	0	23	LACT	3		
2018-08-04	Falls	8	1	Recap	A	2	2425	2424	0	19.5	PERF	3		
2018-08-05	Falls	8	1	Recap	A	2	2425	2424	0	18.75	PERF	3		
2018-08-06	Falls	8	1	Recap	A	2	2425	2424	0	19	PERF	3		
2018-08-14	Falls	8	1	Recap	A	2	2425	2424	0	19	NR	3		
2018-08-15	Falls	8	1	Recap	A	2	2425	2424	0	19	NR	3		
2018-08-05	Falls	7	1	Recap	A	1	2456	2455	0	21.5	SCR	3		
2018-08-14	Falls	7	1	Recap	A	1	2456	2455	0	22	SCR	3		
2018-08-15	Falls	7	1	Recap	A	1	2456	2455	0		SCR	3		
2018-07-11	Falls	1	1	Recap	A	2	2463	2462	0	18.5	LACT	3		
2018-07-23	Falls	1	1	Recap	A	2	2463	2462	0	20.5	LACT	3		
2018-07-24	Falls	1	1	Recap	A	2	2463	2462	0	21	LACT	3		
2018-08-07	Falls	1	1	Recap	A	2	2463	2462	0	19	PERF	3		
2018-08-08	Falls	1	1	Recap	A	2	2463	2462	0	18.25	PERF	3		
2018-08-09	Falls	1	1	Recap	A	2	2463	2462	0	19	PERF	3		
2018-07-21	Falls	7	1	Recap	A	1	2468	2467	0	16.5	NSCR	3		
2018-07-19	Falls	7	1	Recap	A	2	2469	2468	0	17	PREG/LACT	3		
2018-07-20	Falls	7	1	Recap	A	2	2469	2468	0	18	PREG	3		
2018-08-04	Falls	7	1	Recap	A	2	2469	2468	0	17.5	NR	3		
2018-08-05	Falls	7	1	Recap	A	2	2469	2468	0	16.75	NR	3		
2018-08-06	Falls	7	1	Recap	A	2	2469	2468	0	16.5	NR	3		
2018-08-13	Falls	7	1	Recap	A	2	2469	2468	0	16.5	NR	3		
2018-08-14	Falls	7	1	Recap	A	2	2469	2468	0	16.5	NR	3		
2018-08-15	Falls	7	1	Recap	A	2	2469	2468	0	16.5	NR	3		
2018-07-19	Falls	7	1	Recap	A	2	2471	2470	0	21.75	PREG	3		
2018-07-20	Falls	7	1	Recap	A	2	2471	2470	0	23	PREG	3		
2018-07-21	Falls	7	1	Recap	A	2	2471	2470	0	20.5	NR	3		
2018-08-04	Falls	7	1	Recap	A	2	2471	2470	0	21.5	PERF	3		
2018-08-05	Falls	7	1	Recap	A	2	2471	2470	0	21.5	PERF	3		
2018-08-06	Falls	7	1	Recap	A	2	2471	2470	0	23.5	PERF	3		
2018-08-13	Falls	7	1	Recap	A	2	2471	2470	1	16.5	NR	3		
2018-08-14	Falls	7	1	Recap	A	2	2471	2470	1	22	NR	3		
2018-08-15	Falls	7	1	Recap	A	2	2471	2470	1	22.5	NR	3		
2016-08-23	Falls	5	1	New Tag	J	2	2533	2532	0	13	NR	1		
2016-08-23	Falls	5	1	New Tag	SA	1	2537	2536	0	15.5	NSCR	1		
2016-08-24	Falls	5	1	Recap	J	1	2537	2536	0	15	NSCR	1		
2016-08-24	Falls	5	1	New Tag	J	1	2543	2542	1	15	NSCR	1		
2016-08-24	Falls	5	1	New Tag	J	1	2548	2547	0	13	NSCR	1		
2016-08-18	Falls	3	1	New Tag	J	2	2577	2576	0	12.5	NR	1		
2016-08-18	Falls	3	1	New Tag	SA	1	2580	2579	0	16	NSCR	1		
2016-08-22	Falls	5	1	New Tag	A	2	2592	2591	0	24.5	NR	1		
2016-08-22	Falls	5	1	New Tag	J	2	2594	2593	0	15.5	NR	1		
2016-08-24	Falls	5	1	Recap	J	2	2594	2593	0	14.5	NR	1		
2016-08-22	Falls	5	1	New Tag	J	2	2597	2596	0	14.5	NR	1		
2018-07-23	Falls	1	1	Recap	A	1	2727	1392	0	25	SCR	3		
2016-08-18	Falls	3	1	New Tag	SA	2	2802	2801	1	15	NR	1		
2018-07-10	Falls	4	1	Recap	A	1	2805	2804	0	15.5	SCR	3		
2017-07-14	Falls	1	1	Recap	A	2	2867	2866	0	21	PERF	2		
2017-07-15	Falls	1	1	Recap	A	2	2867	2866	0	20	PERF	2		
2017-07-16	Falls	1	1	Recap	SA	2	2867	2866	0	18.5	PERF	2		
2017-07-14	Falls	1	1	Recap	A	1	2871	2870	0	20	SCR	2		
2017-07-15	Falls	1	1	Recap	A	1	2871	2870	0	22	SCR	2		
2017-07-16	Falls	1	1	Recap	A	1	2871	2870	0	20.5	SCR	2		
2017-07-25	Falls	1	1	Recap	A	1	2871	2870	0	22	SCR	2		
2017-07-26	Falls	1	1	Recap	A	1	2871	2870	0	20	SCR	2		
2017-08-08	Falls	1	1	Recap	A	1	2871	2870	0	22	SCR	2		
2017-08-09	Falls	1	1	Recap	A		2871	2870	0			2		
2017-08-10	Falls	1	1	Recap	A	1	2871	2870	0	21.5	SCR	2		
2016-08-16	Falls	2	1	New Tag	J	2	2877	2876	1	10	NR	1		
2016-08-18	Falls	2	1	Recap	J	2	2877	2876	1	10.5	NR	1		
2016-08-17	Falls	2	1	New Tag	J	2	2886	2885	0	13.5	NR	1		
2016-08-18	Falls	2	1	New Tag	SA	1	2895	2894	0	15.5	NSCR	1		
2016-08-18	Falls	2	1	New Tag	J	1	2897	2896	0	15	NSCR	1		
2018-07-16	Falls	3	1	Recap	A	2	2903	2901	0	18	NR	3		
2018-07-18	Falls	3	1	Recap	A	2	2903	2901	0		NR	3		
2018-07-30	Falls	3	1	Recap	A	2	2903	2901	1	17.5	PERF	3		
2018-07-31	Falls	3	1	Recap	A	2	2903	2901	1	17	PERF	3		
2018-08-01	Falls	3	1	Recap	A	2	2903	2901	1	18	PERF	3		
2018-08-13	Falls	3	1	Recap	A	2	2903	2901	0	17	PERF	3		
2018-08-14	Falls	3	1	Recap	A	2	2903	2901	0	19	NR	3		
2018-08-15	Falls	3	1	Recap	A	2	2903	2901	0	18	LACT	3		
2018-07-17	Falls	4	1	Recap	A	1	2911	2910	0		SCR	3		
2018-07-18	Falls	4	1	Recap	A	1	2911	2910	0	15	NSCR	3		
2018-08-01	Falls	4	1	Recap	A	2	2911	2910	0	21	PERF	3		
2018-07-16	Falls	3	1	Recap	A	2	2913	2912	0	18	LACT	3		
2018-07-17	Falls	3	1	Recap	A	2	2913	2912	0	20	NR	3		
2018-07-18	Falls	3	1	Recap	A	2	2913	2912	0	15	PERF	3		
2018-07-30	Falls	3	1	Recap	A	2	2913	2912	0	20	NR	3		
2018-07-31	Falls	3	1	Recap	A	2	2913	2912	0	19.5	NR	3		
2018-08-01	Falls	3	1	Recap	A	2	2913	2912	0	19	NR	3		
2018-08-13	Falls	3	1	Recap	A	2	2913	2912	0	17	NR	3		
2018-08-14	Falls	3	1	Recap	A	2	2913	2912	0	17	NR	3		
2018-08-15	Falls	3	1	Recap	A	2	2913	2912	0	15.5	NR	3		
2016-08-22	Falls	9	1	New Tag	SA	1	2938	2937	1	15	NSCR	1		
2018-07-17	Falls	5	1	Recap	A	2	2953	2952	0	17.5	PREG/LACT	3		
2018-07-18	Falls	5	1	Recap	A	2	2953	2952	0	19	LACT	3		
2018-07-31	Falls	5	1	Recap	A	2	2953	2952	1	18.5	PREG/LACT	3		
2018-08-01	Falls	5	1	Recap	A	2	2953	2952	1	20.5	LACT	3		
2016-08-04	Falls	2	1	New Tag	SA	1	04102	04101	0	17.5	NSCR	1		
2016-08-04	Falls	2	1	New Tag	SA	1	04104	04103	0	15	NSCR	1		
2016-08-04	Falls	2	1	New Tag	J	1	04107	04106	0	11	NSCR	1		
2016-08-04	Falls	2	1	New Tag	J	2	04109	04108	0	8	NR	1		
2016-08-18	Falls	2	1	Recap	J	2	04109	04108	1	10	NR	1		
2016-08-04	Falls	2	1	New Tag	SA	1	04111	04110	0	16.5	SCR	1		
2016-08-04	Falls	2	1	New Tag	SA	2	04114	04113	0	13.5	NR	1		
2016-08-04	Falls	2	1	New Tag	J	1	04117	04116	0	14	NSCR	1		
2016-08-04	Falls	2	1	New Tag	J	2	04119	04118	0	14	NR	1		
2016-08-03	Falls	4	1	New Tag	SA	2	04122	04121	0	15.5	NR	1		
2016-08-04	Falls	3	1	Recap	J	2	04122	04121	0	14	NR	1		
2016-08-03	Falls	2	1	New Tag	SA	1	04125	04124	0	15	NSCR	1		
2016-08-16	Falls	2	1	Recap	J	1	04125	04124	1	15	NSCR	1		
2016-08-04	Falls	1	1	New Tag	SA	1	04128	04127	1	17	SCR	1		
2016-08-05	Falls	1	1	Recap	SA	1	04128	04127	1	17.5	SCR	1		
2016-08-06	Falls	1	1	Recap	SA	1	04128	04127	1	17	SCR	1		
2016-08-07	Falls	1	1	Recap	A	1	04128	04127	1	19	SCR	1		
2016-08-04	Falls	1	1	New Tag	A	1	04130	04129	0	21	SCR	1		
2016-08-05	Falls	1	1	Recap	SA	1	04130	04129	0	19	SCR	1		
2016-08-06	Falls	1	1	Recap	SA	1	04130	04184	0		SCR	1		
2016-08-07	Falls	1	1	Recap	A	1	04130	04129	0	20.5	SCR	1		
2016-08-03	Falls	3	1	New Tag	J	1	04132	04131	0	15.5	NSCR	1		
2016-08-03	Falls	3	1	New Tag	SA	2	04134	04133	1	16.5	NR	1		
2016-08-04	Falls	3	1	Recap	J	2	04134	04133	1	15.5	NR	1		
2016-08-03	Falls	3	1	New Tag	J	2	04137	04136	0	13.5	NR	1		
2016-08-04	Falls	3	1	Recap	J	2	04137	04136	0	12.5	NR	1		
2016-08-16	Falls	3	1	Recap	J	2	04137	04136	1	12	NR	1		
2016-08-17	Falls	3	1	Recap	J	2	04137	04136	1	16	NR	1		
2016-08-03	Falls	1	1	New Tag	J	1	04145	04144	0	14	NSCR	1		
2016-08-04	Falls	1	1	Recap	J	1	04145	04144	1	13	NSCR	1		
2016-08-06	Falls	1	1	Recap	J	1	04145	04144	1	14	NSCR	1		
2016-08-03	Falls	1	1	New Tag	SA	2	04148	04147	0	19.5	PREG/LAC	1		
2016-08-05	Falls	1	1	New Tag	J	1	04152	04151	0	15	NSCR	1		
2016-08-06	Falls	1	1	Recap	J	1	04152	04151	0	14	NSCR	1		
2016-08-07	Falls	1	1	Recap	J	1	04152	04151	0	15	NSCR	1		
2016-08-05	Falls	1	1	New Tag	SA	1	04154	04153	0		NSCR	1		
2016-08-05	Falls	1	1	New Tag	A	2	04157	04156	0	28	Preg/Lac	1		
2016-08-06	Falls	1	1	Recap	A	2	04157	04156	0	21.5	LAC	1		
2016-08-07	Falls	1	1	Recap	A	2	04157	04156	0	23	Preg/Lac	1		
2016-08-04	Falls	3	1	New Tag	A	1	04160	04159	1	20.5	SCR	1		
2016-08-04	Falls	1	1	Recap	J	2	04164	04163	0	13	NR	1		
2016-08-06	Falls	1	1	Recap	SA	2	04164	04163	0		NR	1		
2016-08-04	Falls	1	1	New Tag	SA	1	04166	04165	0	16.5	NSCR	1		
2016-08-04	Falls	1	1	New Tag	SA	2	04168	04167	0	18	Perf/Lac	1		
2016-08-05	Falls	1	1	Recap	A	2	04168	04167	0	19	Perf/Lac	1		
2016-08-04	Falls	1	1	New Tag	J	2	04170	04169	1	10	NR	1		
2016-08-05	Falls	1	1	Recap	J	2	04170	04169	1	11	NR	1		
2016-08-06	Falls	1	1	Recap	J	2	04170	04169	1	10	NR	1		
2016-08-16	Falls	1	1	Recap	J	2	04170	04169	0	11.5	NR	1		
2016-08-04	Falls	1	1	New Tag	J	2	04172	04171	0	11	NR	1		
2016-08-07	Falls	1	1	Recap	J	2	04172	04171	0	12	NR	1		
2016-08-04	Falls	1	1	New Tag	A	1	04174	04175	0	19	SCR	1		
2016-08-05	Falls	1	1	Recap	SA	1	04174	04173	0	19	SCR	1		
2016-08-06	Falls	1	1	Recap	SA	1	04174	04173	0	19	SCR	1		
2016-08-07	Falls	1	1	Recap	SA	1	04174	04173	0	17.5	NSCR	1		
2016-08-16	Falls	1	1	Recap	SA	1	04174	04173	1	18.5	NSCR	1		
2016-08-17	Falls	1	1	Recap	SA	1	04174	04173	1	18	SCR	1		
2016-08-06	Falls	1	1	New Tag	J	1	04187	04186	0	8	NSCR	1		
2016-08-06	Falls	1	1	New Tag	SA	1	04189	04188	0	15	NSCR	1		
2016-08-07	Falls	1	1	Recap	SA	2	04189	04188	0	17	Perf	1		
2016-08-16	Falls	1	1	Recap	SA	1	04189	04188	0	18	NSCR	1		
2016-08-06	Falls	1	1	New Tag	J	1	04191	04190	0	14	NSCR	1		
2016-08-06	Falls	1	1	New Tag	J	1	04194	04193	0	14.5	NSCR	1		
2016-08-06	Falls	1	1	New Tag	J	1	04196	04195	0	15	NSCR	1		
2016-08-07	Falls	1	1	New Tag	SA	1	04198	04197	0	19.5	NSCR	1		
2016-08-16	Falls	1	1	New Tag	A	2	11953	11952	1	20	Preg/Lac	1		
2016-08-11	Falls	7	1	New Tag	SA	1	11982	11981	0	14	NSCR	1		
2016-08-11	Falls	7	1	New Tag	J	1	11984	11983	0	15	NSCR	1		
2016-08-11	Falls	7	1	New Tag	J	1	11986	11985	0	15	NSCR	1		
2016-08-24	Falls	7	1	Recap	SA	1	11986	11985	1	17.5	NSCR	1		
2016-08-11	Falls	8	1	New Tag	J	1	11990	11989	0	18	NSCR	1		
2016-08-11	Falls	8	1	New Tag	J	2	11992	11991	0	10.5	NR	1		
2016-08-07	Falls	1	1	New Tag	A	1	15779	15778	0	25	SCR	1		
2016-08-07	Falls	1	1	New Tag	A	2	15781	15780	0	25	Preg/Lac	1		
2016-08-06	Falls	1	1	New Tag	SA	2	15786	15785	0	20.5	Preg/Lac	1		
2016-08-07	Falls	1	1	Recap	A	2	15786	15785	1	22	Preg/Lac	1		
2016-08-06	Falls	1	1	New Tag	J	2	15788	15787	0	8	NR	1		
2016-08-05	Falls	1	1	New Tag	SA	1	15797	15796	0	15.5	NSCR	1		
2016-08-07	Falls	1	1	Recap	SA	1	15797	15796	1	17.5	NSCR	1		
2016-08-05	Falls	1	1	New Tag	SA	1	15799	15798	0	15.5	SCR	1		
2016-08-05	Falls	1	1	New Tag	SA	2	15975	15974	0	17	Perf/Lac	1		
2016-08-09	Falls	7	1	New Tag	SA	2	17903	17902	0	17	NR	1		
2016-08-10	Falls	7	1	Recap	J	2	17903	17902	0	15	NR	1		
2016-08-11	Falls	7	1	Recap	J	2	17903	17902	0	15	NR	1		
2016-08-23	Falls	7	1	Recap	SA	2	17903	17902	1	14.5	NR	1		
2016-08-09	Falls	7	1	New Tag	SA	1	17905	17904	1	21	NSCR	1		
2016-08-10	Falls	7	1	Recap	A	1	17905	17904	1	19	NSCR	1		
2016-08-11	Falls	7	1	Recap	SA	1	17905	17904	1	16	NSCR	1		
2016-08-22	Falls	7	1	Recap	SA	1	17905	17904	1	18	NSCR	1		
2016-08-09	Falls	8	1	New Tag	J	2	17908	17907	1	13	NR	1		
2016-08-10	Falls	8	1	Recap	J	2	17908	17907	1	12	NR	1		
2016-08-11	Falls	8	1	Recap	J	2	17908	17907	1	13	NR	1		
2016-08-10	Falls	7	1	New Tag	J	2	17911	17910	0	15	NR	1		
2016-08-10	Falls	7	1	New Tag	SA	1	17914	17913	0	16	NSCR	1		
2016-08-10	Falls	7	1	New Tag	J	1	17916	17915	0	13	NSCR	1		
2016-08-22	Falls	7	1	Recap	A	2	17916	17915	1	15.5	NSCR	1		
2016-08-10	Falls	8	1	New Tag	J	1	17921	17920	1	10	NSCR	1		
2016-08-10	Falls	8	1	New Tag	SA	1	17923	17922	0	17	NSCR	1		
2016-08-11	Falls	8	1	Recap	J	1	17923	17922	0	13	NSCR	1		
2016-08-16	Falls	2	1	Retag	J	2	17927	50929	1	13.5	NR	1		
2016-08-11	Falls	4	1	New Tag	A	1	17957	17962	0	18.5	SCR	1		
2016-08-22	Falls	4	1	Recap	SA	1	17957	17962	1	17	NSCR	1		
2016-08-23	Falls	4	1	Recap	A	1	17957	17962	1	18	NSCR	1		
2016-08-24	Falls	4	1	Recap	SA	1	17957	17962	1	17	NSCR	1		
2016-08-11	Falls	3	1	New Tag	SA	2	17963	17964	1	16	NR	1		
2016-08-24	Falls	3	1	Recap	J	2	17963	17964	1	14	NR	1		
2016-08-11	Falls	3	1	New Tag	SA	1	17965	17964	0	16.5	NSCR	1		
2016-08-22	Falls	5	1	Recap	J	1	17969	17969	0	15	NSCR	1		
2016-08-11	Falls	5	1	New Tag	J	1	17970	17969	0	14	NSCR	1		
2016-08-11	Falls	5	1	New Tag	SA	2	17972	17971	0	15.5	NR	1		
2016-08-10	Falls	4	1	New Tag	SA	2	17975	17974	1	14.5	NR	1		
2016-08-11	Falls	4	1	Recap	SA	2	17975	17974	1	14	NR	1		
2016-08-07	Falls	1	1	New Tag	SA	1	17977	17976	0	17.5	NSCR	1		
2016-08-07	Falls	1	1	New Tag	SA	2	17979	17978	0	17	LAC	1		
2016-08-10	Falls	4	1	New Tag	A	2	17984	17982	1	20.5	NR	1		
2016-08-23	Falls	4	1	Recap	SA	2	17984		1	20	NR	1		
2016-08-24	Falls	4	1	Recap	SA	2	17984	17982	1	19	NR	1		
2016-08-10	Falls	3	1	Recap	SA	2	17986	17985	0	14.5	NR	1		
2016-08-11	Falls	3	1	Recap	SA	2	17986	17985	0	15	NR	1		
2016-08-23	Falls	3	1	Recap	A	2	17986	17985	1	23.5	NR	1		
2016-08-24	Falls	3	1	Recap	J	2	17986	17985	1	14	NR	1		
2016-08-09	Falls	5	1	New Tag	J	2	17994	17993	1	13.5	NR	1		
2016-08-23	Falls	5	1	Recap	J	2	17994	17993	0	10.5	NR	1		
2016-08-09	Falls	5	1	New Tag	A	1	17996	17995	0	17	NSCR	1		
2016-08-09	Falls	5	1	New Tag	SA	1	17998	17997	1	16	NSCR	1		
2016-08-10	Falls	5	1	Recap	SA	1	17998	17997	1		NSCR	1		
2016-08-11	Falls	5	1	Recap	SA	1	17998	17997	1	16	NSCR	1		
2016-08-23	Falls	5	1	Recap	SA	1	17998	17997	1	16	NSCR	1		
2016-08-24	Falls	5	1	Recap	SA	1	17998	17997	1	15	NSCR	1		
2017-07-14	Falls	1	1	Recap	A	2	38901	38902	0	20	PERF	2		
2017-07-15	Falls	1	1	Recap	A	2	38901	38902	0	20	LACT	2		
2017-07-16	Falls	1	1	Recap	A	2	38901	38902	0	17.5	PERF	2		
2017-07-27	Falls	1	1	Recap	A	2	38901	38902	0	22	LACT	2		
2017-08-08	Falls	1	1	Recap	A	2	38901	38902	0	20	LACT	2		
2017-08-09	Falls	1	1	Recap	A	2	38901	38902	0	21	LACT	2		
2017-08-10	Falls	1	1	Recap	A	2	38901	38902	0	18.5	LACT	2		
2017-07-15	Falls	1	1	Recap	A	1	38907	38908	0	26	SCR	2		
2017-07-14	Falls	4	1	Recap	SA	1	38912	38913	1	17.5	SCR	2		
2017-07-15	Falls	4	1	Recap	SA	1	38912	38913	1	16	SCR	2		
2017-07-16	Falls	4	1	Recap	SA	1	38912	38913	1	16	NSCR	2		
2017-07-26	Falls	4	1	Recap	A	1	38912	38913	1	17.5	SCR	2		
2017-07-27	Falls	4	1	Recap	A	1	38912	38913	1	17	SCR	2		
2017-08-08	Falls	4	1	Recap	A	1	38912	38913	1	18	NSCR	2		
2017-08-09	Falls	4	1	Recap	A	1	38912	38913	1	17.5	SCR	2		
2017-08-10	Falls	4	1	Recap	A	1	38912	38913	1	20	SCR	2		
2017-07-14	Falls	2	1	Recap	A	1	38927	38926	0	18	SCR	2		
2017-07-15	Falls	2	1	Recap	A	1	38927	38926	0	18	SCR	2		
2017-07-15	Falls	2	1	Recap	J	2	38930	38929	0	12	NR	2		
2017-07-14	Falls	3	1	Recap	SA	2	38934	38933	0	17	NR	2		
2017-07-25	Falls	3	1	Recap	J	2	38934	38933	1	17	NR	2		
2017-07-14	Falls	3	1	Recap	SA	1	38942	38941	0	18	SCR	2		
2017-07-14	Falls	2	1	Recap	SA	1	38946	38945	0	17	SCR	2		
2017-07-15	Falls	2	1	Recap	SA	1	38946	38945	0	18	SCR	2		
2017-07-25	Falls	2	1	Recap	SA	1	38946	38945	0	16	NSCR	2		
2017-07-13	Falls	7	1	Recap	J	2	38952	38951	0	13.5	NR	2		
2017-08-16	Falls	7	1	Recap	A	2	38952	38951	1	19	LACT	2		
2017-07-15	Falls	3	1	Recap	J	2	38957	38956	0	16	NR	2		
2017-07-14	Falls	2	1	Recap	A	1	38964	38963	0	23	SCR	2		
2017-07-15	Falls	2	1	Recap	A	1	38964	38963	0	23	SCR	2		
2017-07-15	Falls	2	1	Recap	A	2	38975	38974	0	21	LACT	2		
2017-07-19	Falls	5	1	Trap Death			38982	38981	1			2		
2017-07-19	Falls	3	1	Recap	J	2	38989	38988	1	16	NR	2		
2017-07-15	Falls	1	1	Recap	A	1	39000	38999	0	23	SCR	2		
2017-07-25	Falls	1	1	Recap	A	1	39000	38999	1	23	SCR	2		
2017-07-26	Falls	1	1	Recap	A	1	39000	38999	1	23	SCR	2		
2017-07-13	Falls	9	1	Recap	A	1	39126	39753	0	22	SCR	2		
2017-07-19	Falls	9	1	Recap	SA	1	39126	39753	0	20	SCR	2		
2017-07-20	Falls	9	1	Recap	SA	1	39126	39753	0	19	SCR	2		
2017-07-21	Falls	9	1	Recap	A	1	39126	39753	0	24	SCR	2		
2017-07-13	Falls	8	1	Recap	A	1	39129	39169	0	23	SCR	2		
2017-07-20	Falls	8	1	Recap	A	1	39129	39769	0	22	SCR	2		
2017-07-31	Falls	8	1	Recap	A	1	39129	39769	0	22	SCR	2		
2017-08-01	Falls	8	1	Recap	A	1	39129	39769	0	20	SCR	2		
2017-08-02	Falls	8	1	Recap	A	1	39129	39769	0	21	SCR	2		
2017-08-14	Falls	8	1	Recap	A	1	39129	39769	1	23	SCR	2		
2017-07-13	Falls	9	1	Recap	A	2	39145	39144	0	25	PREG	2		
2017-07-19	Falls	9	1	Recap	SA	2	39145	39144	1	17	NR	2		
2017-07-20	Falls	9	1	Recap	A	2	39145	39144	1	16	NR	2		
2017-07-21	Falls	9	1	Recap	SA	2	39145	39144	1	17	PERF	2		
2017-08-01	Falls	9	1	Recap	A	2	39145	39144	0	18.5	PREG/LACT	2		
2017-08-02	Falls	9	1	Recap	A	2	39145	39144	0	20	PREG/LACT	2		
2017-08-14	Falls	9	1	Recap	A	2	39145	39144	1	19.3	LACT	2		
2017-08-15	Falls	9	1	Recap	A	2	39145	39144	1	16.5	LACT	2		
2017-08-16	Falls	9	1	Recap	SA	2	39145	39144	1	16	LACT	2		
2017-07-14	Falls	1	1	Recap	A	1	39151	39151	0	22	SCR	2		
2017-07-19	Falls	5	1	Recap	A	2	39158	39157	1	27	PREG	2		
2017-07-20	Falls	5	1	Recap	A		39158	39157	1	22.5		2		
2017-07-21	Falls	5	1	Recap	A	2	39158	39157	1	20	LACT	2		
2017-07-13	Falls	3	1	Recap	SA	1	39191	39190	0	17	SCR	2		
2017-07-19	Falls	3	1	Recap	SA	1	39191	39190	1	17	SCR	2		
2017-07-20	Falls	3	1	Recap	SA	1	39191	39190	1	18.5	SCR	2		
2017-07-21	Falls	3	1	Recap	SA	1	39191	39190	1	18	SCR	2		
2017-07-31	Falls	3	1	Recap	A	1	39191	39190	1	17.5	SCR	2		
2017-07-14	Falls	1	1	Recap	A	2	39301	39302	0	24	PREG	2		
2017-07-15	Falls	1	1	Recap	A	2	39301	39302	0	19	PERF	2		
2017-07-16	Falls	1	1	Recap	A	2	39301	39302	0	18.5	PERF	2		
2017-07-25	Falls	1	1	Recap	A	2	39301	39302	0	22	LACT	2		
2017-07-27	Falls	1	1	Recap	A	2	39301	39302	0	21	LACT	2		
2017-08-08	Falls	1	1	Recap	A	2	39301	39302	0	21.5	LACT	2		
2017-08-10	Falls	1	1	Recap	A	2	39301	39302	0	19	NR	2		
2017-07-14	Falls	1	1	Recap	A	2	39303	39304	0	17.5	PERF	2		
2017-07-14	Falls	1	1	Recap	A	1	39307	39308	0	23	SCR	2		
2017-07-15	Falls	1	1	Recap	A	1	39307	39308	0	23	SCR	2		
2017-07-16	Falls	1	1	Recap	A	1	39307	39308	0	21.5	SCR	2		
2017-07-25	Falls	1	1	Recap	A	1	39307	39308	0	22.5	SCR	2		
2017-07-26	Falls	1	1	Recap	A	1	39307	39308	0	23	SCR	2		
2017-07-27	Falls	1	1	Recap	A	1	39307	39308	0	22	SCR	2		
2017-07-14	Falls	1	1	Recap	A	2	39309	39310	0	19.5	PERF/LACT	2		
2017-07-16	Falls	1	1	Recap	A	2	39309	39310	0	17.5	LACT 	2		
2017-07-25	Falls	1	1	Recap	A	2	39309	39310	1	17.5	LACT	2		
2017-07-26	Falls	1	1	Recap	A	2	39309	39310	1	18	LACT	2		
2017-07-27	Falls	1	1	Recap	A	2	39309	39310	1	20.5	LACT	2		
2017-08-08	Falls	1	1	Recap	A	2	39309	39310	0	20.5	NR	2		
2017-08-09	Falls	1	1	Recap	A	2	39309	39310	0	20	LACT	2		
2017-08-10	Falls	1	1	Recap	A	2	39309	39310	0	19	NR	2		
2017-07-13	Falls	5	1	Recap	A	1	39312	39313	0	19	SCR	2		
2017-07-13	Falls	5	1	Recap	SA	2	39314	39315	0	19	NR	2		
2017-07-19	Falls	5	1	Recap	SA	2	39314	39315	1	19	PERF	2		
2017-07-20	Falls	5	1	Recap	SA	2	39314	39315	1	19	PERF	2		
2017-07-21	Falls	5	1	Recap	SA	2	39314	39315	1	21	PERF	2		
2017-07-31	Falls	5	1	Recap	A	2	39314	39315	1	21	LACT	2		
2017-08-01	Falls	5	1	Recap	A	2	39314	39315	1	20.5	PERF/LACT	2		
2017-08-02	Falls	5	1	Recap	A	2	39314	39315	1	20	NR	2		
2017-08-14	Falls	5	1	Recap	A	2	39314	39315	0	20	LACT	2		
2017-08-15	Falls	5	1	Recap	A	2	39314	39315	0	20	LACT	2		
2017-08-16	Falls	5	1	Recap	A	2	39314	39315	0	18	NR	2		
2017-07-13	Falls	3	1	Recap	SA	1	39318	39319	0	16	SCR	2		
2017-07-19	Falls	3	1	Recap	SA	1	39318	39319	1	16	SCR	2		
2017-07-21	Falls	3	1	Recap	SA	1	39318	39319	1	15	SCR	2		
2017-07-21	Falls	3	1	Recap	A	2	39323	39324	1	29	PREG/LACT	2		
2017-07-14	Falls	2	1	New Tag	SA	2	39326	39327	0	17	PREG	2		
2017-07-15	Falls	2	1	Recap	SA	2	39326	39327	0	19	NR	2		
2017-07-25	Falls	2	1	Recap	A	2	39326	39327	0	18	LACT	2		
2017-07-14	Falls	2	1	New Tag	J	2	39329	* Escaped	0	16	NR	2		
2017-07-15	Falls	2	1	Recap	J	2	39329	39339	0	16	NR	2		
2017-07-15	Falls	3	1	New Tag	A	1	39331	39332	0	21	SCR	2		
2017-07-15	Falls	3	1	New Tag	SA	2	39333	39334	0	20	NR	2		
2017-07-15	Falls	3	1	New Tag	SA	2	39335	39336	0	18	NR	2		
