Date	Grid	Trapline	Species	Fate	Age	Sex	TagLeft	TagRight	Orange Mites (Y/N)	Weight	ReproCond	Year		
2017-07-15	Falls	2	1	New Tag	A	2	39337	39338	0	22	LACT	2		
2017-07-15	Falls	2	1	New Tag	SA	1	39340	39341	0	19	SCR	2		
2017-07-19	Falls	7	1	New Tag	J	2	39343	39342	0	13	NR	2		
2017-07-19	Falls	8	1	New Tag	SA	1	39347	39346	0	19	SCR	2		
2017-07-19	Falls	8	1	New Tag	SA	1	39349	39348	0	15	SCR	2		
2017-07-20	Falls	8	1	Recap	SA	1	39349	39348	0	16	SCR	2		
2017-07-21	Falls	8	1	Recap	SA	1	39349	39348	0	15.5	SCR	2		
2017-07-20	Falls	7	1	New Tag	SA	1	39352	39351	0	18	NSCR	2		
2017-08-01	Falls	7	1	Recap	A	1	39352	39401	1	20	SCR	2		
2017-08-02	Falls	7	1	Recap	A	1	39352	39401	1	20	SCR	2		
2017-08-14	Falls	7	1	Recap	A	1	39352	39401	1	19.5	SCR	2		
2017-08-15	Falls	7	1	Recap	A	1	39352	39401	1	19.5	SCR	2		
2017-08-16	Falls	7	1	Recap	A	1	39352	39401	1	21.5	SCR	2		
2017-07-20	Falls	7	1	New Tag	SA	1	39354	39353	0	17.5	SCR	2		
2017-07-21	Falls	7	1	Recap	SA	1	39354	39353	0	17	SCR	2		
2017-07-20	Falls	8	1	New Tag	SA	1	39359	39358	0	19	SCR	2		
2017-07-20	Falls	8	1	New Tag	J	2	39362	39361	0	12	NR	2		
2017-07-21	Falls	3	1	New Tag	A	1	39365	39364	0	21	SCR	2		
2017-07-21	Falls	3	1	New Tag	SA	1	39367	39366	0	18	SCR	2		
2017-07-25	Falls	2	1	New Tag	A	2	39370	39369	0	21	LACT	2		
2017-07-25	Falls	3	1	New Tag	J	2	39373	39372	0	17	NR	2		
2017-07-26	Falls	2	1	New Tag	A	2	39375	39374	0	20	PREG/LACT	2		
2017-08-02	Falls	7	1	New Tag	J	2	39404	39403	0	12	NR	2		
2017-08-15	Falls	7	1	Recap	J	2	39404	39403	1	13.5	NR	2		
2017-08-02	Falls	7	1	New Tag	A	2	39406	39405	0	19	PREG/LACT	2		
2017-08-02	Falls	9	1	New Tag	SA	2	39409	39408	0	15	NR	2		
2017-08-09	Falls	2	1	New Tag	A	1	39412	39411	0	21.5	SCR	2		
2017-08-10	Falls	2	1	New Tag	A	1	39417	39416	0	18	NSCR	2		
2017-08-08	Falls	1	1	New Tag	A	1	39429	39428	0	18.5	SCR	2		
2017-08-09	Falls	1	1	New Tag	J	2	39431	39430	0	16	NR	2		
2017-08-09	Falls	1	1	New Tag	J	2	39434	39434	0	15.5	NR	2		
2017-08-02	Falls	3	1	New Tag	J	2	39437	39436	0	15	NR	2		
2017-08-15	Falls	3	1	Recap	J	2	39437	39436	1	20.5	NR	2		
2017-08-16	Falls	3	1	Recap	J	2	39437	39436	1	16	NR	2		
2017-08-01	Falls	3	1	New Tag	J	2	39443	39442	1	13	NR	2		
2017-08-15	Falls	3	1	Recap	J	2	39443	39442	0	17	NR	2		
2017-08-16	Falls	3	1	Recap	J	2	39443	39442	0	15.5	NR	2		
2017-07-31	Falls	3	1	New Tag	SA	1	39446	39445	1	14.5	SCR	2		
2017-08-02	Falls	3	1	Recap	SA	1	39446	39445	1	16.5	SCR	2		
2017-07-31	Falls	3	1	New Tag	A	1	39448	39447	1	17.5	SCR	2		
2017-07-31	Falls	3	1	New Tag	J	2	39450	39449	1	13.5	NR	2		
2017-08-14	Falls	3	1	Recap	J	2	39450	39449	0	17	NR	2		
2017-07-26	Falls	4	1	New Tag	A	2	39454	39453	1	20	PERF	2		
2017-07-27	Falls	4	1	Recap	A	2	39454	39453	1	25	PREG 	2		
2017-08-10	Falls	4	1	Recap	A	2	39454	39453	1	23	LACT	2		
2017-07-26	Falls	4	1	New Tag	A	1	39456	39455	1	21.5	SCR	2		
2017-07-27	Falls	4	1	Recap	A	1	39456	39455	1	24.5	SCR	2		
2017-08-09	Falls	4	1	Recap	A	1	39456	39455	1	24	SCR	2		
2017-08-10	Falls	4	1	Recap	A	1	39456	39455	1	22.5	SCR	2		
2017-07-27	Falls	4	1	New Tag	A	1	39459	39548	1	20	SCR	2		
2017-07-27	Falls	1	1	New Tag	A	2	39461	39460	0	19	PERF/LACT	2		
2017-07-27	Falls	1	1	New Tag	A	1	39464	39463	0	20	SCR	2		
2017-07-27	Falls	1	1	New Tag	A	1	39466	39465	1	24	SCR	2		
2017-08-10	Falls	1	1	Recap	A	1	39466	39465	1	23	SCR	2		
2017-07-27	Falls	1	1	New Tag	A	2	39469	39467	1	19	PERF	2		
2017-08-08	Falls	1	1	Recap	A	2	39469	39467	1	21	NR	2		
2017-08-09	Falls	1	1	Recap	A	2	39469	39467	1	20.5	NR	2		
2017-07-27	Falls	1	1	New Tag	J	1	39471	39470	0	13.5	NSCR	2		
2017-07-27	Falls	1	1	New Tag	SA	1	39473	39472	0	15.5	SCR	2		
2017-07-31	Falls	5	1	New Tag	SA	1	39475	39474	0	15.5	SCR	2		
2017-08-01	Falls	5	1	Recap	SA	1	39475	39474	0	16.5	SCR	2		
2017-08-02	Falls	5	1	Recap	SA	1	39475	39474	0	16	SCR	2		
2017-08-15	Falls	5	1	Recap	SA	1	39475	39474	0	18	SCR	2		
2017-07-15	Falls	4	1	New Tag	SA	2	39478	39477	0	14.5	PERF	2		
2017-07-16	Falls	4	1	Recap	SA	2	39478	39477	0	15.5	PERF	2		
2017-07-15	Falls	4	1	New Tag	SA	1	39480	39479	1	14	SCR	2		
2017-07-16	Falls	4	1	Recap	A	1	39480	39479	1	16.5	SCR	2		
2017-07-15	Falls	4	1	New Tag	SA	1	39482	39483	0	16	SCR	2		
2017-07-16	Falls	4	1	Recap	A	1	39482	39483	0	16	SCR	2		
2017-07-16	Falls	1	1	New Tag	A	1	39484	39485	0	19	LACT	2		
2017-07-19	Falls	5	1	New Tag	SA	1	39489	39488	1	17	SCR	2		
2017-07-20	Falls	5	1	Recap	SA	1	39489	39488	1	17	SCR	2		
2017-07-19	Falls	5	1	New Tag	A	2	39491	39490	0	21.5	PREG	2		
2017-07-20	Falls	5	1	Recap	A	2	39491	39490	0	20.5	PERF	2		
2017-07-21	Falls	5	1	Recap	A	2	39491	39490	0	20	LACT	2		
2017-07-19	Falls	3	1	New Tag	J	1	39494	39493	0	14	NSCR	2		
2017-07-20	Falls	3	1	Recap	J	1	39494	39393	1	20	NSCR	2		
2017-07-21	Falls	3	1	Recap	J	1	39494	39493	1	16	NSCR	2		
2017-07-31	Falls	3	1	Recap	J	1	39494	39493	1	15		2		
2017-08-01	Falls	3	1	Recap	SA	1	39494	39493	1		SCR	2		
2017-08-02	Falls	3	1	Recap	SA	1	39494	39493	1	17.5	SCR	2		
2017-08-14	Falls	3	1	Recap	J	1	39494	39493	0	17	NSCR	2		
2017-08-15	Falls	3	1	Recap	J	1	39494	39493	0	17	NSCR	2		
2017-07-20	Falls	5	1	New Tag	SA	1	39496	39495	0	16.5	SCR	2		
2017-08-10	Falls	2	1	New Tag	A	1	39515	39514	0	16	NSCR	2		
2017-07-21	Falls	7	1	Recap	A	1	39552	39551	0	18	SCR	2		
2017-08-16	Falls	5	1	Recap	A	1	39675	39674	0	17	SCR	2		
2017-07-25	Falls	1	1	New Tag	A	1	39727	39726	1	19	SCR	2		
2017-07-25	Falls	1	1	New Tag	SA	1	39730	39729	0	16	SCR	2		
2017-07-26	Falls	1	1	Recap	J	1	39730	39729	0	15.5	NSCR	2		
2017-07-25	Falls	1	1	New Tag	A	2	39732	39731	1	24	PREG/LACT	2		
2017-07-26	Falls	1	1	Recap	A	2	39732	39731	1	21	LACT	2		
2017-07-27	Falls	1	1	Recap	A	2	39732	39731	1	19	LACT	2		
2017-07-25	Falls	1	1	New Tag	J	2	39734	39733	1	14.5	NR	2		
2017-07-26	Falls	1	1	Recap	SA	2	39734	39733	1	15	NR	2		
2017-08-09	Falls	1	1	Recap	A	2	39734	39733	0	17	NR	2		
2017-07-21	Falls	9	1	New Tag	SA	1	39736	39735	0	16	NSCR	2		
2017-08-02	Falls	9	1	Recap	A	1	39736	39735	0	17	SCR	2		
2017-08-16	Falls	9	1	Recap	A	1	39736	39735	0	19	SCR	2		
2017-07-21	Falls	8	1	New Tag	A	1	39738	39737	0	21.5	SCR	2		
2017-07-21	Falls	7	1	New Tag	A	1	39741	39740	0	22	SCR	2		
2017-07-31	Falls	7	1	Recap	A	1	39741	39740	0	23	SCR	2		
2017-08-01	Falls	7	1	Recap	A	1	39741	39740	0	22	SCR	2		
2017-08-02	Falls	7	1	Recap	A	1	39741	39740	0	23	SCR	2		
2017-08-14	Falls	7	1	Recap	A	1	39741	39740	1	22	NSCR	2		
2017-08-15	Falls	7	1	Recap	A	1	39741	39740	1	21	SCR	2		
2017-08-16	Falls	7	1	Recap	A	1	39741	39740	1	21	SCR	2		
2017-07-21	Falls	7	1	Recap	A	1	39743	39742	0	20.5	SCR	2		
2017-08-01	Falls	7	1	Recap	A	1	39743	39742	0	21	NSCR	2		
2017-08-02	Falls	7	1	Recap	A	1	39743	39742	0	19	SCR	2		
2017-08-14	Falls	7	1	Recap	A	1	39743	39742	1	22	SCR	2		
2017-08-15	Falls	7	1	Recap	A	1	39743	39742	1	19	SCR	2		
2017-08-16	Falls	7	1	Recap	A	1	39743	39742	1	20.5	SCR	2		
2017-07-21	Falls	7	1	New Tag	SA	2	39745	39744	1	15	PERF	2		
2017-07-21	Falls	7	1	New Tag	A	1	39747	39746	0	18	SCR	2		
2017-07-31	Falls	7	1	Recap	A	1	39747	39746	1	20	SCR	2		
2017-08-14	Falls	7	1	Recap	A	1	39747	39746	1	20	SCR	2		
2017-07-20	Falls	4	1	New Tag	SA	2	39749	39748	1	15.5	PERF	2		
2017-07-13	Falls	8	1	Recap	SA	1	39755	39754	0	16	SCR	2		
2017-07-19	Falls	8	1	Recap	SA	1	39755	39754	1	15	NSCR	2		
2017-07-21	Falls	8	1	Recap	J	1	39755	39754	1	15	NSCR	2		
2017-07-13	Falls	8	1	Recap	A	2	39758	39757	0	18	PERF/LACT	2		
2017-07-19	Falls	8	1	Recap	A	2	39758	39757	0	21	PREG/LACT	2		
2017-07-21	Falls	8	1	Recap	A	2	39758	39757	0	25	PREG	2		
2017-07-13	Falls	9	1	Recap	SA	1	39762	39761	0	21.5	NSCR	2		
2017-07-13	Falls	9	1	Recap	A	2	39764	39763	0	27.5	PREG	2		
2017-07-19	Falls	9	1	Recap	A	2	39764	39763	0	21	NR	2		
2017-07-20	Falls	9	1	Recap	A	2	39764	39763	0	21	PERF	2		
2017-07-21	Falls	9	1	Recap	A	2	39764	39763	0	19	LACT	2		
2017-07-31	Falls	9	1	Recap	A	2	39764	39763	0	30	PREG/LACT	2		
2017-08-01	Falls	9	1	Recap	A	2	39764	39763	0	23.5	LACT	2		
2017-07-13	Falls	8	1	Recap	SA	1	39766	39765	0	15	SCR	2		
2017-07-19	Falls	8	1	Recap	SA	1	39766	39765	0	18	SCR	2		
2017-07-20	Falls	8	1	Recap	SA	1	39766	39765	0	16	SCR	2		
2017-07-21	Falls	8	1	Recap	SA	1	39766	39765	0	16	SCR	2		
2017-07-13	Falls	8	1	Recap	A	1	39768	39767	0	19.5	SCR	2		
2017-07-13	Falls	7	1	Recap	A	2	39771	39770	0	17	PERF	2		
2017-07-19	Falls	7	1	Recap	A	2	39771	39770	1	24	PREG/LACT	2		
2017-07-20	Falls	7	1	Recap	A	2	39771	39770	1	24	PREG	2		
2017-07-21	Falls	7	1	Recap	A	2	39771	39770	1	26	PREG	2		
2017-07-31	Falls	7	1	Recap	A	2	39771	39770	0	20	PREG/LACT	2		
2017-08-01	Falls	7	1	Recap	A	2	39771	39770	0	19	PREG/LACT	2		
2017-08-02	Falls	7	1	Recap	A	2	39771	39770	0	18	PREG/LACT	2		
2017-08-14	Falls	7	1	Recap	A	2	39771	39770	1	19	LACT	2		
2017-08-15	Falls	7	1	Recap	A	2	39771	39770	1	20	LACT	2		
2017-08-16	Falls	7	1	Recap	A	2	39771	39770	1	20	LACT	2		
2018-07-19	Falls	7	1	Recap	A	2	39771	39770	0	22.75	PREG/LACT	3		
2018-07-20	Falls	7	1	Recap	A	2	39771	39770	0	21	PERF	3		
2018-07-21	Falls	7	1	Recap	A	2	39771	39770	0	20	NR	3		
2018-08-04	Falls	7	1	Recap	A	2	39771	39770	0	21	NR	3		
2018-08-05	Falls	7	1	Recap	A	2	39771	39770	0	18	NR	3		
2018-08-06	Falls	7	1	Recap	A	2	39771	39770	0	18.5	NR	3		
2018-08-13	Falls	7	1	Recap	A	2	39771	39770	0	18	NR	3		
2018-08-14	Falls	7	1	Recap	A	2	39771	39770	0	19	NR	3		
2018-08-15	Falls	7	1	Recap	A	2	39771	39770	0	18.75	NR	3		
2017-07-13	Falls	8	1	New Tag	J	1	39779	39778	0	12.5	NSCR	2		
2017-07-19	Falls	8	1	Recap	SA	1	39779	39778	1	14	SCR	2		
2017-07-21	Falls	8	1	Recap	SA	1	39779	39778	1	15	SCR	2		
2017-07-13	Falls	8	1	New Tag	A	2	39782	39781	0	21	PREG	2		
2017-07-13	Falls	8	1	New Tag	SA	1	39786	39785	0	18	SCR	2		
2017-07-13	Falls	9	1	New Tag	A	1	39788	39787	0	21.5	SCR	2		
2017-07-19	Falls	9	1	Recap	A	1	39788	39787	0	20	SCR	2		
2017-07-20	Falls	9	1	Released	A		39788	39787	0			2		
2017-08-02	Falls	9	1	Recap	A	1	39788	39787	0	21	SCR	2		
2017-07-13	Falls	9	1	New Tag	A	2	39790	39789	0	24	PREG/LACT	2		
2017-07-14	Falls	1	1	New Tag	A	2	39792	39791	0	24	PREG	2		
2017-07-14	Falls	4	1	New Tag	SA	1	39795	39794	1	16	SCR	2		
2017-07-15	Falls	4	1	Recap	SA	1	39795	39794	1	16	SCR	2		
2017-07-16	Falls	4	1	Recap	SA	1	39795	39794	1	15	SCR	2		
2017-07-25	Falls	4	1	Predation			39795	39794	0			2		
2017-07-14	Falls	4	1	New Tag	A	2	39798	39797	0	18	PERF	2		
2017-07-15	Falls	1	1	Recap	A	1	39799	39151	0	22.5	SCR	2		
2017-07-16	Falls	1	1	Recap	A	1	39799	39151	0	21	SCR	2		
2017-08-14	Falls	7	1	New Tag	SA	1	39877	39876	1	16.5	NSCR	2		
2017-08-15	Falls	7	1	Recap	A	1	39877	39876	1	17	SCR	2		
2017-08-16	Falls	7	1	Recap	A	1	39877	39876	1	20.5	SCR	2		
2017-08-14	Falls	7	1	New Tag	A	1	39879	39878	1		SCR	2		
2017-08-15	Falls	7	1	New Tag	J	1	39885	39884	1	7	NSCR	2		
2017-08-15	Falls	8	1	New Tag	A	1	39887	39886	0	20.5	SCR	2		
2017-08-10	Falls	1	1	New Tag	A	2	39898	39897	0	24.5	PREG	2		
2017-08-10	Falls	1	1	New Tag	A	1	39900	39899	1	20	SCR	2		
2016-07-12	Falls	3	1	Recap	A	1	50321	50320	1	23.5	SCR	1		
2016-07-13	Falls	3	1	Recap	A	1	50321	50320	1	22	NSCR	1		
2016-07-19	Falls	2	1	Recap	A	1	50335	50334	1	21.5	SCR	1		
2016-07-20	Falls	2	1	Recap	A	1	50335	50334	1	21	SCR	1		
2016-07-21	Falls	2	1	Recap	A	1	50335	50334	1	23	SCR	1		
2016-08-03	Falls	2	1	Recap	A	1	50335	50334	0	22.5	SCR	1		
2016-08-17	Falls	2	1	Recap	A	1	50335	50334	1	19.5	SCR	1		
2016-08-18	Falls	2	1	Recap	A	1	50335	50334	1	21	SCR	1		
2016-08-02	Falls	2	1	Retag	SA	2	50342	50932	1	19.5	PERF	1		
2016-07-24	Falls	5	1	New Tag	SA	1	50346	50345	0	19	SCR	1		
2016-07-19	Falls	1	1	Recap	A	2	50348	50347	0	22.5	PREG	1		
2016-07-20	Falls	1	1	Recap	A	2	50348	50347	0	21	NR	1		
2016-07-21	Falls	1	1	Recap	A	2	50348	50347	0	20	NR	1		
2016-08-02	Falls	1	1	Recap	A	2	50348	50347	0	20.5	Perf/Lac	1		
2016-07-25	Falls	5	1	New Tag	SA	2	50349	50348	0	16	NR	1		
2016-07-21	Falls	2	1	Recap	A	2	50359	50358	0	31	Preg/Lac	1		
2016-08-03	Falls	2	1	Recap	A	2	50359	50358	1	24	PREG	1		
2016-08-04	Falls	2	1	Recap	A	2	50359	50358	1	23	NR	1		
2016-08-16	Falls	2	1	Recap	A	2	50359	50538	1	19	Lac	1		
2016-08-18	Falls	2	1	Recap	A	2	50359	50358	1	21	Lac	1		
2016-07-12	Falls	7	1	Recap	SA	1	50370	60369	0	17	SCR	1		
2016-07-13	Falls	7	1	Recap	SA	2	50370	50369	0	15.5	SCR	1		
2016-07-23	Falls	7	1	Recap	A	1	50370	50369	1	20	NSCR	1		
2016-07-24	Falls	7	1	Recap	A	1	50370	50369	1	20	NSCR	1		
2016-07-23	Falls	9	1	Recap	A	2	50382	50291	0	22	NR	1		
2016-07-24	Falls	9	1	Recap	A	2	50382	50291	0	18.5	NR	1		
2016-07-24	Falls	7	1	Recap	A	1	50384	50383	0	18	NSCR	1		
2016-08-09	Falls	7	1	Recap	SA	1	50384	50383	1	18	NSCR	1		
2016-08-11	Falls	7	1	Recap	SA	1	50384	50383	1	17.5	NSCR	1		
2016-07-13	Falls	7	1	Recap	SA	1	50386	50385	0	18	SCR	1		
2016-07-19	Falls	2	1	Recap	A	1	50410	50412	1	23	SCR	1		
2016-07-14	Falls	5	1	Recap	A	1	50435	50436	0	20	SCR	1		
2016-07-12	Falls	5	1	Recap	A	1	50436	50435	0	20	SCR	1		
2016-07-13	Falls	5	1	Recap	SA	1	50436	50435	0	19.5	SCR	1		
2016-07-23	Falls	5	1	Recap	J	1	50440	50441	0	13.5	NSCR	1		
2016-07-13	Falls	5	1	Recap	SA	2	50442	50441	0	13.5	NR	1		
2016-07-14	Falls	5	1	Recap	SA	2	50442	50441	0	13	NR	1		
2016-07-13	Falls	5	1	Recap	SA	1	50446	50434	0	16	SCR	1		
2016-07-14	Falls	5	1	Recap	SA	1	50446	50434	0	15.5	NSCR	1		
2016-07-21	Falls	1	1	Recap	SA	1	50447	50446	0	18	SCR	1		
2016-07-12	Falls	5	1	Recap	A	2	50448	50447	0	20	PREG	1		
2016-07-13	Falls	5	1	Recap	SA	2	50448	50447	0	18	NR	1		
2016-07-14	Falls	5	1	Recap	SA	2	50448	50447	0	17	NSCR	1		
2016-07-14	Falls	8	1	Recap	A	2	50451	50450	0	18.5	Perf/Lac	1		
2016-07-12	Falls	8	1	Recap	A	2	50457	50456	0	20	Preg/Lac	1		
2016-07-13	Falls	8	1	Recap	SA	2	50457	50456	0	16	Perf/Lac	1		
2016-07-12	Falls	7	1	Recap	A	2	50459	50458	0	15.5	Preg	1		
2016-07-23	Falls	7	1	Recap	A	2	50459	50458	1	18	NR	1		
2016-07-24	Falls	7	1	Recap	A	2	50459	50458	1	22	NR	1		
2016-07-25	Falls	7	1	Recap	A	2	50459	50458	1	17	NR	1		Not OMNR tag
2016-08-10	Falls	7	1	Recap	A	2	50459	50458	1	18	NR	1		
2016-07-13	Falls	7	1	Recap	A	1	50468	50467	1	24	SCR	1		
2016-07-14	Falls	7	1	Recap	A	1	50468	50467	1	23	SCR	1		
2016-07-24	Falls	7	1	Recap	A	1	50468	50467	0	23	SCR	1		
2016-07-25	Falls	7	1	Recap	A	1	50468	50467	0	22	NSCR	1		
2016-07-13	Falls	7	1	Recap	J	1	50470	50469	0	15	NSCR	1		
2016-07-14	Falls	7	1	Recap	J	1	50470	50469	0	15	NR	1		
2016-07-24	Falls	7	1	Recap	SA	1	50470	50469	0	16	NSCR	1		
2016-08-09	Falls	7	1	Recap	SA	1	50470	50469	0	15.5	NSCR	1		
2016-07-19	Falls	1	1	Recap	A	1	50475	50308	0	21	SCR	1		
2016-07-20	Falls	1	1	Recap	A	1	50475	50308	0	21	SCR	1		
2016-07-21	Falls	1	1	Recap	A	1	50475	50308	0	20.5	SCR	1		
2016-08-02	Falls	1	1	Recap	SA	1	50475	50308	0	19	SCR	1		
2016-07-12	Falls	7	1	Recap	J	2	50480	50479	0	14	NR	1		
2016-07-13	Falls	7	1	Recap	J	2	50480	50479	0	12.5	NR	1		
2016-07-14	Falls	7	1	Recap	J	2	50480	50479	0	13	NR	1		
2016-07-19	Falls	2	1	Recap	A	1	50491	50357	1	20	SCR	1		
2016-08-03	Falls	2	1	Recap	A	1	50491	50357	1	24	SCR	1		
2016-08-16	Falls	2	1	Recap	A	1	50491	50357	1	20	NSCR	1		
2016-07-19	Falls	1	1	Recap	A	1	50497	50496	0	20	SCR	1		
2016-07-20	Falls	1	1	Recap	SA	1	50497	50496	0	18	25.2	1		
2016-08-03	Falls	1	1	Recap	A	1	50497	50496	0	20	SCR	1		
2016-08-04	Falls	1	1	Recap	A	1	50497	50496	1	19.5	SCR	1		
2016-08-06	Falls	1	1	Recap	A	1	50497	50496	1	19	SCR	1		
2016-07-13	Falls	7	1	New Tag	SA	1	50503	50502	0	15.5	NSCR	1		
2016-07-14	Falls	7	1	Recap	J	1	50503	50502	0	13.5	NSCR	1		
2016-07-24	Falls	7	1	Recap	SA	1	50503	50502	0	14.5	NSCR	1		
2016-07-25	Falls	7	1	Recap	SA	1	50503	50502	0	15.5	NSCR	1		
2016-08-09	Falls	7	1	Recap	SA	1	50503	50502	1	17.5	NSCR	1		
2016-08-10	Falls	7	1	Recap	SA	1	50503	50502	1	16	NSCR	1		
2016-08-11	Falls	7	1	Recap	SA	1	50503	50502	1	15.5	NSCR	1		
2016-08-23	Falls	7	1	Recap	SA	1	50503	50502	1	17.5	NSCR	1		
2016-07-13	Falls	7	1	New Tag	SA	1	50506	50505	1	17	SCR	1		
2016-07-14	Falls	7	1	Recap	SA	1	50506	50505	1	17	NSCR	1		
2016-07-23	Falls	7	1	Recap	SA	1	50506	50505	1	16.5	NSCR	1		
2016-07-24	Falls	7	1	Recap	SA	1	50506	50505	1	17	NSCR	1		
2016-07-25	Falls	7	1	Recap	SA	1	50506	50505	1	15.5	NSCR	1		
2016-08-09	Falls	7	1	Recap	SA	1	50506	50505	1	18	NSCR	1		
2016-08-10	Falls	7	1	Recap	SA	1	50506	50505	1	17	NSCR	1		
2016-08-11	Falls	7	1	Recap	SA	1	50506	50505	1	15.5	NSCR	1		
2016-08-22	Falls	7	1	Recap	SA	1	50506	50505	1	17	NSCR	1		
2016-07-13	Falls	7	1	New Tag	J	2	50508	50507	0	14.5	NR	1		
2016-07-14	Falls	7	1	Recap	SA	2	50508	50507	0	16.5	NR	1		
2016-07-12	Falls	7	1	New Tag	J	2	50517	50516	0	15	NR	1		
2016-07-13	Falls	7	1	Recap	J	2	50517	50516	0	14.5	NR	1		
2016-07-14	Falls	7	1	Recap	J	2	50517	50516	0	15	NR	1		
2016-07-24	Falls	7	1	Recap	SA	2	50517	50516	0	15	NR	1		
2016-08-09	Falls	7	1	Recap	SA	2	50517	50516	1	16	NR	1		
2016-08-10	Falls	7	1	Recap	J	2	50517	50516	1	14	NR	1		
2016-08-11	Falls	7	1	Recap	J	2	50517	50516	1	15	NR	1		
2016-07-19	Falls	1	1	Recap	A	2	50520	50519	0	22	Preg/Lac	1		
2016-07-20	Falls	1	1	Recap	SA	2	50520	50519	0	18.5	LAC	1		
2016-07-21	Falls	1	1	Recap	SA	2	50520	50529	0	17.5	LAC	1		
2016-08-02	Falls	1	1	Recap	A	2	50520	50519	0	20.5	Preg/Lac	1		
2016-08-03	Falls	1	1	Recap	A	2	50520	50519	0	19	PREG/LAC	1		
2016-08-04	Falls	1	1	Recap	A	2	50520	50519	0	22	Preg/Lac	1		
2016-08-05	Falls	1	1	Recap	A	2	50520	50519	0	19.5	Preg/Lac	1		
2016-08-06	Falls	1	1	Recap	SA	2	50520	50519	0	22	Preg/Lac	1		
2016-08-07	Falls	1	1	Recap	A	2	50520	50519	0	21.5	LAC	1		
2016-07-21	Falls	1	1	Recap	A	1	50525	50524	0	18	SCR	1		
2016-08-05	Falls	1	1	Recap	A	1	50525	50524	1	20.5	SCR	1		
2016-08-06	Falls	1	1	Recap	A	1	50525	50524	1	19	SCR	1		
2016-08-07	Falls	1	1	Recap	A	1	50525	50524	1	18.5	SCR	1		
2016-07-19	Falls	1	1	Recap	SA	1	50530	50529	0	18	NSCR	1		
2016-07-20	Falls	1	1	Recap	SA	1	50530	50529	0	17.5	NSCR	1		
2016-07-21	Falls	1	1	Recap	SA	1	50530	50529	0	18.5	NSCR	1		
2016-08-02	Falls	1	1	Recap	SA	1	50530	50529	1	19	NSCR	1		
2016-07-21	Falls	1	1	Recap	A	1	50545	50544	0	22	SCR	1		
2016-07-12	Falls	5	1	Recap	SA	2	50550	50549	0	14	NR	1		
2016-07-13	Falls	5	1	Recap	SA	2	50550	50549	0	12	NR	1		
2016-07-14	Falls	5	1	Recap	SA	2	50550	50549	0	14	NR	1		
2016-07-19	Falls	1	1	Recap	A	1	50559	50558	0	21	SCR	1		
2016-07-20	Falls	1	1	Recap	A	1	50559	50558	0	20	SCR	1		
2016-07-19	Falls	3	1	Recap	SA	1	50560	50565	0	15.5	NSCR	1		
2016-08-02	Falls	1	1	Recap	A	1	50572	50571	1	20.5	SCR	1		
2016-08-04	Falls	1	1	Recap	A	1	50572	50571	1	21	SCR	1		
2016-08-05	Falls	1	1	Recap	A	1	50572	50571	1	20.5	SCR	1		
2016-08-06	Falls	1	1	Recap	A	1	50572	50571	1	21.5	SCR	1		
2016-08-07	Falls	1	1	Recap	A	1	50572	50571	1	22	SCR	1		
2016-07-20	Falls	1	1	Recap	A	1	50574	50573	0	21	SCR	1		
2016-07-21	Falls	1	1	Recap	A	1	50574	50573	0	21.5	SCR	1		
2016-08-02	Falls	1	1	Recap	SA	1	50574	50573	1	18.5	SCR	1		
2016-08-03	Falls	1	1	Recap	SA	1	50574	50573	1	17	NSCR	1		
2016-08-05	Falls	1	1	Recap	A	1	50574	50573	1	20	SCR	1		
2016-08-06	Falls	1	1	Recap	A	1	50574	50573	1	19	SCR	1		
2016-08-07	Falls	1	1	Recap	A	1	50574	50573	1	19	NSCR	1		
2016-08-16	Falls	1	1	Recap	A	1	50574	50573	1	20	SCR	1		
2016-08-17	Falls	1	1	Recap	A	1	50574	50573	1	18.5	SCR	1		
2016-07-12	Falls	3	1	Recap	A	2	50582	50581	0	22	PERF	1		
2016-07-13	Falls	3	1	Recap	SA	2	50582	50582	0	22	PREG	1		
2016-07-14	Falls	3	1	Recap	A	2	50582	50581	0	22	PREG	1		
2016-07-24	Falls	3	1	Recap	A	2	50582	50581	1	19	Preg/Lac	1		
2016-07-25	Falls	3	1	Recap	A	2	50582	50581	1	20.5	Perf/Lac	1		
2016-07-14	Falls	7	1	Recap	SA	1	50584	50583	0	18	SCR	1		
2016-07-12	Falls	4	1	Recap	SA	1	50590	50589	0	20	SCR	1		
2016-07-13	Falls	4	1	Recap	SA	1	50590	50589	0	16	SCR	1		
2016-07-14	Falls	4	1	Recap	SA	1	50590	50589	0	17	SCR	1		
2016-07-23	Falls	3	1	Recap	SA	1	50590	50589	1	18.5	SCR	1		
2016-07-24	Falls	4	1	Recap	SA	1	50590	50589	1	16.5	SCR	1		
2016-07-25	Falls	4	1	Recap	SA	1	50590	50589	1	17	SCR	1		
2016-08-09	Falls	3	1	Recap	SA	1	50590	50589	1	17.5	NSCR	1		
2016-08-11	Falls	3	1	Recap	SA	1	50590	50589	1	17	NSCR	1		
2016-08-22	Falls	3	1	Recap	SA	1	50590	50589	1	18.5	SCR	1		
2016-08-24	Falls	3	1	Recap	SA	1	50590	50589	1	15.5	NSCR	1		
2016-07-19	Falls	1	1	Recap	A	1	50595	50594	0	22	SCR	1		
